Vendor_ID,Vendor_Name,CAGE_Code,Contract_ID,Award_Date,Fiscal_Year,Region,Place_of_Performance_State,Contract_Type,PSC,NAICS,Small_Business_SetAside,Contract_Value,On_Time_Delivery_Percent,Cost_Overrun_Percent,Vendor_Satisfaction_Score,Performance_Risk_Flag,Vendor_Name_Standardized
ZI49AHV5O,Nexus Systems,GADYZ,TIRNO-23-8WAVRJ,5/26/2024,2023,Southwest,IL,Fixed-Price with EPA,D399 IT Services,541330,No,354157.03,77,10.7,2.87,Medium,Nexus Systems
RXR7RW4CI,Insight Ltd,QY1IB,TIRNO-23-AD400O,8/15/2024,2023,Southwest,NY,Labor-Hour,Y1DA Construction,517111,Yes,146197.6,79.8,0,3.27,Medium,Insight LTD
5999ZMWZT,Keystone Corp,OF9F0,TIRNO-23-I59U0D,3/26/2024,2023,Midwest,GA,Fixed-Price with EPA,D301 IT Facility Mgmt,541611,Yes,981513.69,81.5,3,3.17,Medium,Keystone CORP
WPGBTCLGV,DataBridge Incorporated,Z6TM2,TIRNO-23-JNBVJ3,6/1/2024,2023,Southwest,CA,Cost-Plus,7030 Info Tech HW,541611,No,1258991.16,73.2,16.7,3.44,Medium,Databridge INC
Q13SFNDPM,Umbra  Ltd,V3Y7U,TIRNO-23-KCKSX8,1/4/2024,2023,Northeast,VA,Cost-Plus,D399 IT Services,541519,No,858858.92,67.3,18.1,3,High,Umbra LTD
WPGBTCLGV,DataBridge Incorporated,Z6TM2,TIRNO-23-M3MUM8,3/20/2024,2023,Mid-Atlantic,CA,Time & Materials,Y1DA Construction,541330,Yes,259053.23,85.3,19.3,3.34,Medium,Databridge INC
DCCEIGKHY,Pinnacle LLC,55V0N,TIRNO-23-MNY4YZ,7/10/2024,2023,West,VA,Time & Materials,D399 IT Services,518210,Yes,222345.88,62.4,18,2.99,High,Pinnacle LLC
0WAH7DWFR,ZIRCON INC,6HWBW,TIRNO-23-NME0Z4,2/29/2024,2023,Mid-Atlantic,GA,Time & Materials,D399 IT Services,541519,No,717461.16,70.3,12.8,3.12,Medium,Zircon INC
NWHB6E5KA,IronGate Incorporated,6EH5J,TIRNO-23-PFU5LD,1/16/2024,2023,Midwest,VA,Labor-Hour,D301 IT Facility Mgmt,541611,No,1231692.69,76.2,2,2.96,Medium,Irongate INC
6PSDTQX1E,NorthStar Group,UG0O0,TIRNO-23-RAWD86,12/26/2023,2023,Mid-Atlantic,IL,Firm-Fixed Price,R499 Prof Services,541611,Yes,1460771.7,88,7.3,3.67,Low,Northstar Group
H0EQG80L2,Kingsley Corporation,3F7L0,TIRNO-23-RYIOAI,8/27/2024,2023,Midwest,NY,Labor-Hour,Y1DA Construction,517111,No,621414.2,95.3,0.4,3.51,Low,Kingsley CORP
VU7MZN3VV,HARBOR INCORPORATED,6YT7W,TIRNO-23-S8PHEI,3/6/2024,2023,West,MD,Fixed-Price with EPA,7030 Info Tech HW,518210,No,328827.2,83.2,9.1,3.74,Low,Harbor Incorporated
BRR9HW9O6,Pinnacle Corporation,FY3IP,TIRNO-23-ULG7RC,4/1/2024,2023,West,TX,Labor-Hour,Y1DA Construction,541611,No,644349.14,83.5,1.9,2.96,Low,Pinnacle CORP
L4YLJPZJ7,OAKRIDGE CORPORATION,VBFV3,TIRNO-23-WUXCQQ,1/26/2024,2023,Southwest,PA,Labor-Hour,Y1DA Construction,541512,No,440101.39,99,2.9,3.96,Low,Oakridge Corporation
MNOPWYZAS,BEACON  INC,ODCCZ,TIRNO-23-YO15MP,8/27/2024,2023,Southeast,CA,Fixed-Price with EPA,R499 Prof Services,541512,No,690274.1,87.4,6.7,3.5,Low,Beacon INC
ZI49AHV5O,Nexus Systems,GADYZ,TIRNO-23-YPDGSI,1/24/2024,2023,Midwest,CA,Firm-Fixed Price,D399 IT Services,541611,Yes,275058.05,77.3,7.6,3.33,Medium,Nexus Systems
33OMBD4K3,UrbanCore Inc,67PT6,TIRNO-23-ZYH394,8/6/2024,2023,Midwest,UT,Time & Materials,D399 IT Services,236220,No,169413.87,64.9,13.8,3.04,High,Urbancore INC
2HPD7E20N,Xenon LTD.,PVJE4,TIRSE-21-16HXTG,8/17/2022,2021,West,NY,Fixed-Price with EPA,Y1DA Construction,541330,No,2290343.45,63.8,18.1,2.89,High,Xenon LTD
YHHFPU1JA,Lumina Group,UHFGY,TIRSE-21-1ZM5VG,8/24/2022,2021,West,TX,Firm-Fixed Price,J070 Maintenance,541611,No,340480.32,83.6,0,2.93,Low,Lumina Group
D1TL6QNFE,Silverline Ltd,L1IJG,TIRSE-21-2EY1UI,7/20/2022,2021,West,MO,Cost-Plus,D301 IT Facility Mgmt,518210,No,1194090.47,65,16.3,3.03,High,Silverline LTD
L4YLJPZJ7,Oakridge Corporation,VBFV3,TIRSE-21-2I6CBW,7/5/2022,2021,Southwest,TX,Fixed-Price with EPA,D399 IT Services,517111,Yes,1073498.39,81.9,5.8,3.25,Medium,Oakridge CORP
IJ3GVGQ8S,EdgeWorks LLC,T8FRF,TIRSE-21-3A4Q06,4/1/2022,2021,Northeast,GA,Time & Materials,7030 Info Tech HW,541519,Yes,693334.84,79,21.9,3.38,Medium,Edgeworks LLC
JS7HVHVFX,Yardley Inc,0WVKZ,TIRSE-21-45O7WW,11/22/2021,2021,Southwest,UT,Time & Materials,D301 IT Facility Mgmt,541512,No,719916.52,69.4,17.2,2.81,High,Yardley INC
IJ3GVGQ8S,EdgeWorks LLC,T8FRF,TIRSE-21-6W2E6T,11/28/2021,2021,West,PA,Firm-Fixed Price,Y1DA Construction,518210,Yes,264920.89,86,5.2,3.65,Low,Edgeworks LLC
C3G3E1689,Evergreen Ltd,PH54F,TIRSE-21-7WWOFR,6/8/2022,2021,Southeast,MD,Labor-Hour,D399 IT Services,541511,No,373360.77,71.1,3,2.99,Medium,Evergreen LTD
36RYXL9LT,ZIRCON INC,78K62,TIRSE-21-8B0G10,6/23/2022,2021,Midwest,GA,Firm-Fixed Price,Y1DA Construction,541330,Yes,295935.91,83.9,0.9,3.46,Low,Zircon INC
VUE3FKSGS,DataBridge Corporation,W6C1V,TIRSE-21-9VIB87,10/9/2021,2021,Northeast,IL,Time & Materials,7030 Info Tech HW,541512,No,1194612.58,79.8,7.4,3.5,Medium,Databridge CORP
JS7HVHVFX,YARDLEY INC,0WVKZ,TIRSE-21-BF2PUW,5/3/2022,2021,West,MO,Firm-Fixed Price,D301 IT Facility Mgmt,541611,No,672232.51,79.3,0,3.49,Medium,Yardley INC
2HPD7E20N,Xenon Ltd,PVJE4,TIRSE-21-C3Q96T,8/25/2022,2021,Southeast,VA,Firm-Fixed Price,D301 IT Facility Mgmt,541611,No,636738.48,79.4,5.2,3.06,Medium,Xenon LTD
JS7HVHVFX,Yardley Inc,0WVKZ,TIRSE-21-DASI43,8/29/2022,2021,Southeast,MO,Labor-Hour,J070 Maintenance,541512,Yes,1610081.38,92.3,0,3.51,Low,Yardley INC
UXHJWWXM1,Zircon Corporation,08VTZ,TIRSE-21-FBGVOQ,3/21/2022,2021,Midwest,TX,Cost-Plus,7030 Info Tech HW,236220,No,3377072.84,54.5,31.1,2.75,High,Zircon CORP
MNOPWYZAS,Beacon Inc,ODCCZ,TIRSE-21-GL2CH5,6/17/2022,2021,Southeast,IL,Fixed-Price with EPA,D399 IT Services,517111,No,2563808.47,66.6,25.9,2.81,High,Beacon INC
XV144MTVF,Yellowfin Group,KLMUX,TIRSE-21-HEGJD7,9/1/2022,2021,Mid-Atlantic,MD,Fixed-Price with EPA,R499 Prof Services,518210,Yes,390278.54,77.1,0,3.88,Medium,Yellowfin Group
0WAH7DWFR,Zircon Inc,6HWBW,TIRSE-21-HWTJCU,11/7/2021,2021,Mid-Atlantic,PA,Fixed-Price with EPA,Y1DA Construction,541511,Yes,466490.52,87.2,17.8,3.75,Medium,Zircon INC
02ZJ2G49Y,Falcon Corporation,91JC5,TIRSE-21-I2I8DZ,12/18/2021,2021,Southeast,IL,Fixed-Price with EPA,Y1DA Construction,236220,No,1135826.33,88.2,3.9,3.44,Low,Falcon CORP
0WAH7DWFR,Zircon Incorporated,6HWBW,TIRSE-21-J7SP3H,9/23/2022,2021,Midwest,GA,Labor-Hour,7030 Info Tech HW,541511,Yes,350800.83,86.8,4.4,3.39,Low,Zircon INC
L4YLJPZJ7,Oakridge Corporation,VBFV3,TIRSE-21-Q5KC31,11/9/2021,2021,West,UT,Time & Materials,Y1DA Construction,236220,Yes,174900.68,75.2,19.3,3.12,Medium,Oakridge CORP
JF2RPF8W0,Zircon Corp,XQ25K,TIRSE-21-RDYXNY,11/1/2021,2021,West,TX,Firm-Fixed Price,R499 Prof Services,518210,No,1805069.5,96.3,2.9,3.7,Low,Zircon CORP
RS5TIAB4X,ClearPath Systems,B54CJ,TIRSE-21-RQW8F0,12/20/2021,2021,Southwest,MD,Cost-Plus,D301 IT Facility Mgmt,236220,No,1112612.14,71.3,20.7,2.72,Medium,Clearpath Systems
VU7MZN3VV,Harbor  Incorporated,6YT7W,TIRSE-21-S0TR17,5/8/2022,2021,Northeast,NY,Time & Materials,Y1DA Construction,541330,No,439993.79,66.4,18.5,3.23,High,Harbor INC
YHHFPU1JA,Lumina Group,UHFGY,TIRSE-21-TR2CDU,8/27/2022,2021,Mid-Atlantic,PA,Labor-Hour,R499 Prof Services,541511,No,212115.08,91.4,4.1,3.46,Low,Lumina Group
L4YLJPZJ7,Oakridge Corporation,VBFV3,TIRSE-21-V5PD64,9/15/2022,2021,Mid-Atlantic,MO,Fixed-Price with EPA,R499 Prof Services,541611,No,2461560.6,72.7,15.5,3.02,Medium,Oakridge CORP
33OMBD4K3,UrbanCore Inc,67PT6,TIRSE-21-V7M3YW,6/1/2022,2021,Northeast,UT,Cost-Plus,R499 Prof Services,541519,No,643719.22,80.4,16.1,3.25,Medium,Urbancore INC
ZCW8W5YFV,Westward Corporation,OFQ8A,TIRSE-21-VO77QP,6/9/2022,2021,Midwest,GA,Time & Materials,R499 Prof Services,517111,No,247683.87,81.3,17.2,3.32,Medium,Westward CORP
ECFAHR6VF,PrimeSource LLC,THXTY,TIRSE-21-W3E2PG,6/7/2022,2021,West,IL,Labor-Hour,D399 IT Services,518210,Yes,581260.22,83.5,4.6,3.41,Low,Primesource LLC
HNLZRG5GH,Evergreen Ltd,TL9XU,TIRSE-21-YQMJSF,10/24/2021,2021,Midwest,GA,Cost-Plus,D301 IT Facility Mgmt,541330,No,5324953.46,54.3,25.2,2.56,High,Evergreen LTD
2GGZ97W7M,HIGHPOINT INC,6VTHI,TIRSE-21-YZES6A,6/29/2022,2021,West,VA,Cost-Plus,D399 IT Services,236220,Yes,294240.55,69.4,12.9,3.18,High,Highpoint INC
36RYXL9LT,Zircon Inc,78K62,TIRSE-22-0FGV3H,4/2/2023,2022,Midwest,IL,Labor-Hour,R499 Prof Services,541511,Yes,306385.23,86.1,0,3.81,Low,Zircon INC
WPGBTCLGV,DataBridge Incorporated,Z6TM2,TIRSE-22-0JOFZU,6/27/2023,2022,West,NY,Cost-Plus,J070 Maintenance,541511,Yes,3855407.61,63.1,25.7,2.88,High,Databridge INC
EIB2P89AC,Juniper Systems,CWSG2,TIRSE-22-3ZQNES,10/22/2022,2022,West,IL,Firm-Fixed Price,R499 Prof Services,541511,No,103243.56,86.8,2.6,3.7,Low,Juniper Systems
DCCEIGKHY,PINNACLE  LLC,55V0N,TIRSE-22-4OF212,5/18/2023,2022,Southeast,NY,Firm-Fixed Price,R499 Prof Services,517111,No,151277.17,82.7,2.4,3.07,Low,Pinnacle LLC
UXHJWWXM1,Zircon Corporation,08VTZ,TIRSE-22-5FY3U1,3/16/2023,2022,Northeast,MO,Cost-Plus,J070 Maintenance,541330,Yes,1056887.81,66.6,4.4,2.71,High,Zircon CORP
3CI14WFLT,Riverton LLC,PR69P,TIRSE-22-60NVZU,10/15/2022,2022,Mid-Atlantic,UT,Fixed-Price with EPA,Y1DA Construction,541511,Yes,702621.9,76.4,3.6,3.29,Medium,Riverton LLC
VUE3FKSGS,DataBridge Corporation,W6C1V,TIRSE-22-69EFC7,2/4/2023,2022,Southeast,GA,Firm-Fixed Price,7030 Info Tech HW,541511,No,567047.37,85.5,18.1,3.15,Medium,Databridge CORP
2HPD7E20N,Xenon Ltd,PVJE4,TIRSE-22-6UTGUL,10/3/2022,2022,Midwest,GA,Time & Materials,R499 Prof Services,518210,Yes,1100282.67,86.2,14.7,3.86,Low,Xenon LTD
ZI49AHV5O,Nexus Systems,GADYZ,TIRSE-22-79Q5FI,8/21/2023,2022,Southwest,MD,Cost-Plus,D301 IT Facility Mgmt,236220,Yes,966782.61,69.3,9.7,3.24,High,Nexus Systems
EWI4VJEIF,Vector Ltd,XZWDJ,TIRSE-22-81B4TN,5/3/2023,2022,Mid-Atlantic,NY,Fixed-Price with EPA,Y1DA Construction,541611,No,2323857.67,66.1,16.2,3.39,High,Vector LTD
2TN9QJ3U3,Cypress Inc,LQ2QY,TIRSE-22-9V5JJG,3/19/2023,2022,Southeast,VA,Time & Materials,J070 Maintenance,541611,No,67262.91,73,20.2,3.09,Medium,Cypress INC
XXN79PBKC,Evergreen Corporation,8T1RL,TIRSE-22-AV9KTO,4/7/2023,2022,Mid-Atlantic,PA,Time & Materials,7030 Info Tech HW,518210,Yes,538224.96,73.3,17,3.59,Medium,Evergreen CORP
JS7HVHVFX,Yardley Inc,0WVKZ,TIRSE-22-B7GLOE,12/20/2022,2022,Southeast,CA,Time & Materials,Y1DA Construction,541330,No,184214.4,71,12.2,3.49,Medium,Yardley INC
J6EW0F8I1,Vanguard Ltd,2CSIP,TIRSE-22-BSX94W,1/9/2023,2022,Southwest,MO,Labor-Hour,7030 Info Tech HW,236220,No,538913.99,79.2,0,3.41,Medium,Vanguard LTD
RELFNCVUM,Greenfield Group,LPKY5,TIRSE-22-F4U5ZE,5/12/2023,2022,Midwest,IL,Cost-Plus,Y1DA Construction,541611,No,2252995.36,54.1,25.4,2.61,High,Greenfield Group
J6EW0F8I1,Vanguard Ltd,2CSIP,TIRSE-22-HB9RNN,2/10/2023,2022,Northeast,MD,Fixed-Price with EPA,J070 Maintenance,517111,No,4482519.3,71.1,4.4,3.6,Medium,Vanguard LTD
RYLATX7EM,DataBridge Corp,F2HSA,TIRSE-22-HW10E1,8/2/2023,2022,Southeast,MD,Time & Materials,D399 IT Services,518210,No,194786.58,62.9,17.9,3.18,High,Databridge CORP
U6A69TVTF,Riverton Corporation,73SLA,TIRSE-22-LCFHS3,12/26/2022,2022,Midwest,GA,Cost-Plus,J070 Maintenance,517111,Yes,760095.33,66.7,15.1,3.02,High,Riverton CORP
XB74BSOZI,MAPLEPARK CORPORATION,AUX8P,TIRSE-22-LHXTUP,12/12/2022,2022,Southwest,GA,Labor-Hour,J070 Maintenance,541512,Yes,76488.56,90.3,1.2,3.48,Low,Maplepark Corporation
S2UNY8VEP,Summit Corporation,PI2YQ,TIRSE-22-NFBNQ8,1/9/2023,2022,Midwest,TX,Cost-Plus,Y1DA Construction,541512,No,340696.65,69.1,8.8,3.15,High,Summit CORP
33OMBD4K3,UrbanCore Inc,67PT6,TIRSE-22-NZO1RV,9/5/2023,2022,Mid-Atlantic,MD,Firm-Fixed Price,7030 Info Tech HW,541611,Yes,299235.89,86.7,5.3,3.59,Low,Urbancore INC
BGEEG13KX,Xenon Group,UTRO8,TIRSE-22-PEUA8X,12/3/2022,2022,Northeast,NY,Time & Materials,D399 IT Services,541611,No,620974.46,67.2,23.6,2.71,High,Xenon Group
5A9RA69DX,BlueSky Corporation,9HROT,TIRSE-22-PQKIW7,3/27/2023,2022,Southwest,VA,Fixed-Price with EPA,R499 Prof Services,236220,No,1182799.26,89.4,5.8,2.92,Low,Bluesky CORP
C3G3E1689,Evergreen Ltd,PH54F,TIRSE-22-Q3DLS7,11/28/2022,2022,Mid-Atlantic,PA,Fixed-Price with EPA,Y1DA Construction,541611,Yes,234347.97,93.1,12,3.71,Low,Evergreen LTD
DCCEIGKHY,PINNACLE LLC,55V0N,TIRSE-22-RM6R5A,10/28/2022,2022,Mid-Atlantic,IL,Firm-Fixed Price,R499 Prof Services,518210,No,316597.48,77.1,5.6,3.72,Medium,Pinnacle LLC
0WAH7DWFR,Zircon Inc,6HWBW,TIRSE-22-RTG7X4,8/20/2023,2022,West,CA,Cost-Plus,D399 IT Services,541512,No,905302.29,74.8,13,2.55,Medium,Zircon INC
36RYXL9LT,Zircon  Inc,78K62,TIRSE-22-SUVIFH,1/17/2023,2022,West,UT,Labor-Hour,D301 IT Facility Mgmt,518210,No,512869.53,77,3,3.5,Medium,Zircon INC
U2N0OWZ6R,NEXUS GROUP,UEELX,TIRSE-22-T33I6I,1/7/2023,2022,Mid-Atlantic,UT,Cost-Plus,D399 IT Services,541519,No,1145413.86,63.7,20.8,2.78,High,Nexus Group
ZI49AHV5O,Nexus Systems,GADYZ,TIRSE-22-WK3O9I,1/21/2023,2022,Southeast,GA,Firm-Fixed Price,R499 Prof Services,541511,No,444977.93,84.6,0,3.43,Low,Nexus Systems
33OMBD4K3,UrbanCore Inc,67PT6,TIRSE-22-WX0DBO,1/5/2023,2022,Southwest,NY,Cost-Plus,D399 IT Services,541512,No,355911.7,77.7,14.4,3.03,Medium,Urbancore INC
ELETDH6GP,Harbor LLC,BIRMA,TIRSE-22-XRDH5L,2/22/2023,2022,Northeast,MD,Firm-Fixed Price,7030 Info Tech HW,541611,Yes,132813.32,79.6,9,3.05,Medium,Harbor LLC
3CI14WFLT,Riverton LLC,PR69P,TIRSE-22-XZ842B,3/14/2023,2022,West,GA,Cost-Plus,R499 Prof Services,541512,No,1564723.01,65,3.8,3.26,High,Riverton LLC
J6EW0F8I1,Vanguard Ltd,2CSIP,TIRSE-22-Y249EV,12/5/2022,2022,Mid-Atlantic,VA,Firm-Fixed Price,Y1DA Construction,541519,No,1422238.96,91,0,3.79,Low,Vanguard LTD
S2UNY8VEP,Summit Corporation,PI2YQ,TIRSE-22-Y5AVJ1,5/31/2023,2022,Midwest,VA,Cost-Plus,J070 Maintenance,236220,No,939588.46,84.6,9.3,3.24,Low,Summit CORP
RS5TIAB4X,ClearPath Systems,B54CJ,TIRSE-23-2TVEPT,12/24/2023,2023,Midwest,UT,Labor-Hour,Y1DA Construction,541511,Yes,39670.38,96.4,6.9,3.75,Low,Clearpath Systems
RYLATX7EM,DATABRIDGE  CORP,F2HSA,TIRSE-23-4O3AFN,10/7/2023,2023,West,CA,Time & Materials,D399 IT Services,541330,Yes,171394.24,77.8,8.9,3.03,Medium,Databridge CORP
BRR9HW9O6,Pinnacle Corporation,FY3IP,TIRSE-23-57Z6FW,11/6/2023,2023,Midwest,PA,Fixed-Price with EPA,D301 IT Facility Mgmt,517111,No,1562665.03,87.8,1.8,3.28,Low,Pinnacle CORP
PUSITIJHQ,MaplePark Systems,7XOGZ,TIRSE-23-64TUET,10/18/2023,2023,Northeast,IL,Fixed-Price with EPA,D301 IT Facility Mgmt,541511,No,1087613.47,83,13.1,3.45,Low,Maplepark Systems
VUE3FKSGS,DataBridge Corporation,W6C1V,TIRSE-23-6RB6C0,4/7/2024,2023,Northeast,UT,Firm-Fixed Price,D399 IT Services,541330,Yes,432863.17,80.3,8.5,3.46,Medium,Databridge CORP
MNOPWYZAS,Beacon Inc,ODCCZ,TIRSE-23-8TU4W4,10/22/2023,2023,Mid-Atlantic,MD,Labor-Hour,7030 Info Tech HW,517111,Yes,441419.02,92.8,0.8,3.37,Low,Beacon INC
4AV3V81IJ,Oakridge LLC,JXXUP,TIRSE-23-AYAPFS,7/6/2024,2023,Southwest,CA,Fixed-Price with EPA,D301 IT Facility Mgmt,541511,No,588796.76,86.9,8.2,3.18,Low,Oakridge LLC
E8H70VTYK,MONARCH GROUP,D3MTT,TIRSE-23-BFOG0K,11/25/2023,2023,Southwest,TX,Fixed-Price with EPA,R499 Prof Services,518210,Yes,970957.75,89.6,7.3,3.39,Low,Monarch Group
MN1A4TQLM,Quartz Inc,JYAWL,TIRSE-23-CREL8D,4/19/2024,2023,West,IL,Cost-Plus,D301 IT Facility Mgmt,541511,No,2404583.9,61,28,2.61,High,Quartz INC
XRGA9UCOB,Kingsley Inc,19DBB,TIRSE-23-EBWL4X,6/14/2024,2023,Northeast,MO,Labor-Hour,Y1DA Construction,517111,No,577388.36,93.7,0,3.47,Low,Kingsley INC
E8H70VTYK,Monarch Group,D3MTT,TIRSE-23-EG9HPZ,5/14/2024,2023,Midwest,MO,Cost-Plus,Y1DA Construction,541512,No,275312.23,65.6,24.9,3.03,High,Monarch Group
BRR9HW9O6,Pinnacle Corporation,FY3IP,TIRSE-23-HDSLSC,10/15/2023,2023,Midwest,NY,Labor-Hour,R499 Prof Services,541512,Yes,322565.37,81.2,5.1,3.68,Medium,Pinnacle CORP
A106MSL89,UrbanCore Corp,F0QPW,TIRSE-23-L46B1E,5/28/2024,2023,West,GA,Firm-Fixed Price,D301 IT Facility Mgmt,517111,No,166950.25,74.4,5.1,3.42,Medium,Urbancore CORP
MNOPWYZAS,Beacon Inc,ODCCZ,TIRSE-23-LPD6ML,8/31/2024,2023,Northeast,MO,Cost-Plus,Y1DA Construction,541512,No,1318796.43,77.3,8.6,3.5,Medium,Beacon INC
NQ2YAO6VY,XENON INCORPORATED,OL74N,TIRSE-23-QU18ET,10/12/2023,2023,Southwest,UT,Labor-Hour,Y1DA Construction,541330,No,377735.88,99,6.6,3.6,Low,Xenon Incorporated
RELFNCVUM,GREENFIELD GROUP,LPKY5,TIRSE-23-TJ1JRF,12/24/2023,2023,Northeast,CA,Cost-Plus,R499 Prof Services,518210,Yes,660152.7,73.2,18.8,3.47,Medium,Greenfield Group
H0EQG80L2,Kingsley Corporation,3F7L0,TIRSE-23-TRKF3J,5/29/2024,2023,Southwest,UT,Labor-Hour,7030 Info Tech HW,541330,Yes,394732.64,77.3,5.3,3.38,Medium,Kingsley CORP
S2UNY8VEP,Summit Corporation,PI2YQ,TIRSE-23-TRVZ9P,3/15/2024,2023,Northeast,UT,Fixed-Price with EPA,7030 Info Tech HW,518210,Yes,7017260,66.5,20.6,2.62,High,Summit CORP
BY8KXB4N9,Questline Corporation,LMEEW,TIRSE-23-X8RUZH,6/13/2024,2023,Mid-Atlantic,TX,Fixed-Price with EPA,7030 Info Tech HW,518210,Yes,1364949.18,91.6,14.7,3.23,Low,Questline CORP
U2N0OWZ6R,Nexus Group,UEELX,TIRSE-23-ZVB55E,2/19/2024,2023,West,NY,Firm-Fixed Price,D301 IT Facility Mgmt,517111,Yes,575222.13,78.8,2.1,3.25,Medium,Nexus Group
